,LatitudeDegrees,LongitudeDegrees,Time,Delta_Distance(km),Distance_Travelled(km),Delta_Time,TimeSeconds
0,38.9437524288,-77.3505105684,2020-03-13 19:14:40.429305,0.0,0.0,0.0,0.0
1,38.9437577597,-77.3505558583,2020-03-13 19:14:41.424348,0.003961422522955459,0.003961422522955459,0.995043,0.995043
2,38.9437585178,-77.3506043061,2020-03-13 19:14:42.429597,0.004190775289887982,0.008152197812843442,1.005249,2.000292
3,38.9437408497,-77.3506745077,2020-03-13 19:14:43.429448,0.006381220612267074,0.014533418425110516,0.999851,3.000143
4,38.9437223451,-77.3507376407,2020-03-13 19:14:44.429384,0.00583480024061885,0.020368218665729364,0.999936,4.000079
5,38.9437040951,-77.350791447,2020-03-13 19:14:45.426207,0.0050765900868262465,0.02544480875255561,0.996823,4.996902
6,38.9436898533,-77.35083906,2020-03-13 19:14:46.424203,0.004411754530703906,0.029856563283259516,0.997996,5.994898
7,38.9436757446,-77.350879888,2020-03-13 19:14:47.429056,0.0038637751934617846,0.033720338476721304,1.004853,6.999751
8,38.9436638908,-77.3509166707,2020-03-13 19:14:48.428826,0.0034433565099225407,0.03716369498664385,0.99977,7.999521
9,38.9436549194,-77.3509506444,2020-03-13 19:14:49.427582,0.00310289480388684,0.04026658979053069,0.998756,8.998277
10,38.9436493642,-77.350983598,2020-03-13 19:14:50.425128,0.0029161159958995824,0.04318270578643027,0.997546,9.995823
11,38.9436506326,-77.3510102289,2020-03-13 19:14:51.428218,0.002307447065985734,0.045490152852416005,1.00309,10.998913
12,38.9436560278,-77.3510337508,2020-03-13 19:14:52.428153,0.002120871917912278,0.04761102477032828,0.999935,11.998848
13,38.9436665436,-77.3510543654,2020-03-13 19:14:53.425083,0.002132070494333186,0.04974309526466147,0.99693,12.995778000000001
14,38.9436834798,-77.3510714955,2020-03-13 19:14:54.427810,0.002396094516449445,0.052139189781110915,1.002727,13.998505000000002
15,38.9437025857,-77.3510825552,2020-03-13 19:14:55.424457,0.002329864129449469,0.05446905391056038,0.996647,14.995152000000001
16,38.9437254621,-77.3510857369,2020-03-13 19:14:56.427622,0.0025585790178670694,0.05702763292842745,1.003165,15.998317
17,38.9437486466,-77.3510789161,2020-03-13 19:14:57.427512,0.002644625276274826,0.059672258204702275,0.99989,16.998207
18,38.9437718729,-77.3510652327,2020-03-13 19:14:58.427368,0.0028408566763213033,0.06251311488102358,0.999856,17.998063000000002
19,38.943795906,-77.3510464146,2020-03-13 19:14:59.427358,0.0031289135240770115,0.0656420284051006,0.99999,18.998053000000002
